id,File,Class,UF,Comarca,Date
9071.0,VAC0767084_1.txt,0.0,,,
9072.0,VAC1032644_1.txt,0.0,acre,,2016-08-02
9073.0,VAC0944614_1.txt,0.0,,,2015-07-02
9074.0,VAC1079288_1.txt,0.0,minas gerais,patos de minas,2017-03-23
9075.0,VAC0911581_1.txt,0.0,maranhão,,
9076.0,VAC0906468_1.txt,0.0,,,2015-10-26
9077.0,VAC0908748_1.txt,0.0,paraná,rio branco do sul,
9078.0,VAC0768470_2.txt,0.0,tocantins,,2014-10-28
9079.0,VAC0930855_1.txt,0.0,,,2015-11-26
9080.0,VAC0657789_1.txt,0.0,,,
9081.0,VAC0959372_1.txt,0.0,,,
9082.0,VAC0360798_1.txt,0.0,minas gerais,governador valadares,2015-05-29
9083.0,VAC0951893_1.txt,0.0,,,2016-01-14
9084.0,VAC0778906_2.txt,0.0,santa catarina,turvo,2015-03-02
9085.0,VAC0892067_1.txt,0.0,,,
9086.0,VAC0982383_1.txt,0.0,minas gerais,,2016-01-18
9087.0,VAC0903696_1.txt,1.0,pernambuco,recife,2015-06-11
9088.0,VAC0979612_1.txt,0.0,maranhão,,2016-03-11
9089.0,VAC1045790_1.txt,0.0,paraná,londrina,
9090.0,VAC0918021_1.txt,0.0,,,2016-03-09
9091.0,VAC0357981_1.txt,1.0,,,
9092.0,VAC1045347_1.txt,0.0,rio grande do norte,natal,2016-07-25
9093.0,VAC0867267_1.txt,0.0,são paulo,santa cruz do rio pardo,2014-12-01
9094.0,VAC0644403_1.txt,1.0,,,
9095.0,VAC0936883_1.txt,0.0,minas gerais,belo horizonte,2016-04-23
9096.0,VAC0590706_1.txt,0.0,são paulo,pontal,2017-02-23
9097.0,VAC0866275_1.txt,0.0,paraná,tomazina,2015-11-23
9098.0,VAC1096081_1.txt,0.0,bahia,,2017-06-01
9099.0,VAC1020363_1.txt,0.0,tocantins,,
9100.0,VAC0704937_1.txt,0.0,são paulo,bananal,2014-04-30
9101.0,VAC0890646_1.txt,1.0,são paulo,matão,2014-06-06
9102.0,VAC0776092_1.txt,0.0,paraná,loanda,2016-08-15
9103.0,VAC0654457_1.txt,1.0,paraná,ponta grossa,2012-11-26
9104.0,VAC0976912_1.txt,1.0,paraná,londrina,
9105.0,VAC0969472_1.txt,1.0,são paulo,aparecida,2016-04-19
9106.0,VAC1010080_1.txt,0.0,paraná,toledo,2016-03-15
9107.0,VAC0858569_1.txt,0.0,são paulo,bauru,2015-03-13
9108.0,VAC0593830_1.txt,1.0,acre,rio branco,2013-04-29
9109.0,VAC0861256_1.txt,1.0,são paulo,araraquara,2015-05-08
9110.0,VAC0897975_1.txt,1.0,são paulo,bauru,2014-11-19
9111.0,VAC0901499_1.txt,0.0,bahia,,
9112.0,VAC0814954_1.txt,0.0,,,
9113.0,VAC0840679_1.txt,1.0,são paulo,são paulo,2015-01-14
9114.0,VAC0567463_1.txt,0.0,,,
9115.0,VAC0700717_1.txt,0.0,,,
9116.0,VAC0249945_1.txt,0.0,,,2015-11-20
9117.0,VAC0482416_1.txt,0.0,ceará,fortaleza,2013-03-05
9118.0,VAC0709567_1.txt,0.0,,,
9119.0,VAC0901024_3.txt,0.0,,,
9120.0,VAC0655358_1.txt,0.0,,,
9121.0,VAC0817603_1.txt,1.0,,,2014-10-07
9122.0,VAC1015439_1.txt,0.0,,,2016-05-05
9123.0,VAC0635815_1.txt,1.0,maranhão,,2014-09-03
9124.0,VAC0591832_1.txt,0.0,paraná,maringá,
9125.0,VAC0771190_1.txt,1.0,paraná,londrina,2015-05-11
9126.0,VAC0852649_1.txt,1.0,,,2015-08-24
9127.0,VAC0721156_1.txt,0.0,são paulo,taquaritinga,2014-08-13
9128.0,VAC0899524_1.txt,0.0,paraná,foz do iguaçu,
9129.0,VAC0934375_1.txt,1.0,paraná,maringá,2015-10-10
9130.0,VAC0959476_1.txt,1.0,bahia,,2017-03-09
9131.0,VAC1026050_1.txt,0.0,goiás,rio verde,2016-06-02
9132.0,VAC1002743_2.txt,0.0,rio de janeiro,,
9133.0,VAC0421779_1.txt,0.0,são paulo,guariba,2016-03-11
9134.0,VAC0718876_2.txt,0.0,acre,sena madureira,2013-08-20
9135.0,VAC0961616_1.txt,0.0,são paulo,são sebastião,2015-07-15
9136.0,VAC0992065_1.txt,0.0,paraná,londrina,2015-11-26
9137.0,VAC0874744_1.txt,1.0,são paulo,jundiaí,2015-01-07
9138.0,VAC0933617_1.txt,0.0,,,
9139.0,VAC0699107_1.txt,0.0,paraná,curitiba,
9140.0,VAC0910728_1.txt,1.0,minas gerais,betim,2015-04-28
9141.0,VAC0918532_2.txt,1.0,,,2016-10-16
9142.0,VAC0013738_1.txt,1.0,rio grande do sul,novo hamburgo,
9143.0,VAC0839177_1.txt,1.0,,,2015-06-10
9144.0,VAC0707541_1.txt,0.0,são paulo,casa branca,2015-01-28
9145.0,VAC0909778_1.txt,0.0,ceará,itapipoca,2015-07-07
9146.0,VAC0934298_1.txt,0.0,mato grosso do sul,,2015-12-10
9147.0,VAC0975251_1.txt,0.0,acre,,2015-10-13
9148.0,VAC0658524_1.txt,0.0,acre,,2015-02-10
9149.0,VAC0901848_1.txt,0.0,,,2015-02-02
9150.0,VAC0677185_1.txt,0.0,bahia,salvador,2013-05-07
9151.0,VAC0808127_1.txt,0.0,paraná,cascavel,
9152.0,VAC0998296_1.txt,1.0,pernambuco,,2016-02-25
9153.0,VAC0943262_1.txt,0.0,,,2016-03-31
9154.0,VAC0526735_1.txt,1.0,,,2013-12-16
9155.0,VAC0833263_1.txt,1.0,,,
9156.0,VAC1032536_1.txt,0.0,sergipe,,2016-07-13
9157.0,VAC0686690_1.txt,1.0,são paulo,franca,2015-03-18
9158.0,VAC0903202_1.txt,1.0,são paulo,são josé dos campos,2015-06-02
9159.0,VAC1025199_1.txt,0.0,paraná,maringá,2016-11-29
9160.0,VAC0912377_1.txt,0.0,são paulo,jales,2007-01-02
9161.0,VAC0984643_2.txt,0.0,paraná,são joão,
9162.0,VAC0534640_1.txt,1.0,,,2016-06-17
9163.0,VAC0919808_1.txt,0.0,,,2012-05-08
9164.0,VAC0914767_2.txt,0.0,amapá,macapá,
9165.0,VAC1048997_1.txt,0.0,,,
9166.0,VAC0899672_1.txt,1.0,,,2016-07-04
9167.0,VAC1030666_1.txt,1.0,são paulo,são paulo,2016-06-08
9168.0,VAC0974875_1.txt,0.0,,,2016-07-07
9169.0,VAC0993603_1.txt,0.0,paraná,jacarezinho,2016-02-14
9170.0,VAC0811280_1.txt,1.0,bahia,,2016-09-01
9171.0,VAC0891544_1.txt,0.0,,,2015-09-21
9172.0,VAC0893884_1.txt,0.0,,,
9173.0,VAC0795521_2.txt,0.0,,,2015-03-24
9174.0,VAC0116029_1.txt,0.0,,,2010-09-15
9175.0,VAC0527559_1.txt,0.0,rio grande do norte,natal,2013-10-17
9176.0,VAC0947775_1.txt,1.0,são paulo,ribeirão preto,2015-07-13
9177.0,VAC0622610_1.txt,0.0,paraná,maringá,2013-06-10
9178.0,VAC0887285_1.txt,0.0,são paulo,araras,2015-03-26
9179.0,VAC0785585_1.txt,1.0,,,2015-02-25
9180.0,VAC0921116_1.txt,0.0,são paulo,sertãozinho,2015-02-02
9181.0,VAC0999563_1.txt,1.0,rio de janeiro,,2014-04-07
9182.0,VAC0949980_1.txt,0.0,são paulo,piracicaba,2015-06-29
9183.0,VAC0279501_1.txt,0.0,são paulo,piracicaba,2016-02-11
9184.0,VAC0950111_1.txt,0.0,paraná,londrina,
9185.0,VAC0632983_1.txt,1.0,paraná,bandeirantes,2013-05-17
9186.0,VAC1021298_1.txt,1.0,santa catarina,,2017-05-31
9187.0,VAC0976501_1.txt,1.0,rio grande do norte,natal,2016-11-01
9188.0,VAC0982191_1.txt,1.0,,,2016-01-27
9189.0,VAC0937750_2.txt,1.0,,,2016-04-05
9190.0,VAC0964234_1.txt,1.0,são paulo,são paulo,2015-02-04
9191.0,VAC0787396_1.txt,1.0,santa catarina,criciúma,2015-02-26
9192.0,VAC0920378_1.txt,0.0,roraima,boa vista,2015-03-05
9193.0,VAC0779038_1.txt,0.0,,,2015-03-16
9194.0,VAC0908007_1.txt,0.0,,,
9195.0,VAC0969772_1.txt,1.0,rio de janeiro,,2016-05-18
9196.0,VAC0938598_1.txt,1.0,são paulo,piracicaba,2015-09-28
9197.0,VAC0887132_1.txt,0.0,são paulo,são paulo,2015-06-15
9198.0,VAC1004863_1.txt,1.0,paraíba,joão pessoa,2016-06-22
9199.0,VAC1009425_1.txt,0.0,,,
9200.0,VAC0892634_1.txt,0.0,,,
9201.0,VAC0959307_1.txt,0.0,paraná,nova aurora,
9202.0,VAC0994707_1.txt,0.0,paraná,união da vitória,
9203.0,VAC0181621_1.txt,0.0,,,2011-06-17
9204.0,VAC0176661_1.txt,0.0,minas gerais,,2015-04-27
9205.0,VAC0970103_1.txt,0.0,bahia,,2016-08-10
9206.0,VAC0763648_1.txt,0.0,mato grosso do sul,,2014-03-07
9207.0,VAC0905742_1.txt,1.0,rio de janeiro,belford roxo,
9208.0,VAC0497927_1.txt,0.0,são paulo,mogi das cruzes,2013-06-29
9209.0,VAC0051378_1.txt,0.0,rio grande do sul,bento gonçalves,2009-03-12
9210.0,VAC0816465_1.txt,0.0,são paulo,lins,2014-03-13
9211.0,VAC0928467_1.txt,0.0,,,
9212.0,VAC0944218_1.txt,1.0,,,2015-09-11
9213.0,VAC1042214_1.txt,0.0,paraná,cascavel,2016-08-05
9214.0,VAC0836618_1.txt,0.0,bahia,,
9215.0,VAC0875323_1.txt,1.0,são paulo,são paulo,2015-11-16
9216.0,VAC1037155_1.txt,0.0,,,2016-07-01
9217.0,VAC0316715_1.txt,0.0,santa catarina,blumenau,2015-03-19
9218.0,VAC0981448_1.txt,0.0,paraná,londrina,2016-01-19
9219.0,VAC0669318_1.txt,0.0,são paulo,bauru,2014-10-11
9220.0,VAC0878180_1.txt,0.0,bahia,,
9221.0,VAC0869377_1.txt,1.0,paraná,londrina,2014-10-22
9222.0,VAC0840834_1.txt,0.0,são paulo,avaré,2014-06-14
9223.0,VAC1003238_1.txt,0.0,são paulo,bauru,2016-02-15
9224.0,VAC0802140_1.txt,0.0,rondônia,,
9225.0,VAC0429067_1.txt,1.0,,,2011-04-25
9226.0,VAC0598935_1.txt,0.0,,,
9227.0,VAC0937634_2.txt,0.0,rio de janeiro,niterói,
9228.0,VAC0359355_1.txt,0.0,,,
9229.0,VAC1016776_1.txt,0.0,são paulo,jales,2016-04-14
9230.0,VAC0839207_1.txt,1.0,são paulo,sorocaba,2015-05-05
9231.0,VAC0967002_1.txt,0.0,,,
9232.0,VAC1046433_1.txt,0.0,bahia,irecê,2017-03-23
9233.0,VAC0250036_1.txt,0.0,,,2016-02-12
9234.0,VAC0933640_1.txt,0.0,,,2015-03-30
9235.0,VAC0888181_1.txt,0.0,paraná,santo antônio da platina,2014-11-22
9236.0,VAC0865071_1.txt,0.0,paraná,cascavel,
9237.0,VAC0993519_1.txt,1.0,mato grosso do sul,,2016-04-15
9238.0,VAC0622931_1.txt,1.0,roraima,boa vista,2013-01-11
9239.0,VAC0494105_1.txt,0.0,,,2015-03-29
9240.0,VAC0937301_1.txt,0.0,mato grosso do sul,anastácio,2015-05-22
9241.0,VAC0084775_1.txt,0.0,mato grosso do sul,,
9242.0,VAC0798704_1.txt,0.0,são paulo,ribeirão preto,2014-05-28
9243.0,VAC0979579_1.txt,1.0,,,2016-01-26
9244.0,VAC0963284_1.txt,0.0,,,
9245.0,VAC0822945_1.txt,1.0,mato grosso do sul,,
9246.0,VAC0929728_1.txt,0.0,paraná,maringá,
,,,,,
9248.0,VAC1068562_1.txt,0.0,são paulo,ferraz de vasconcelos,2017-05-29
9249.0,VAC0567255_1.txt,0.0,,,
9250.0,VAC1025923_1.txt,1.0,,,2016-07-06
9251.0,VAC1112216_1.txt,0.0,paraná,londrina,
9252.0,VAC0438171_1.txt,1.0,,,2015-08-26
9253.0,VAC0950077_1.txt,0.0,,,2016-03-14
9254.0,VAC0889447_1.txt,1.0,são paulo,são paulo,2015-03-27
9255.0,VAC0993139_1.txt,1.0,são paulo,são paulo,2016-06-20
9256.0,VAC0676026_1.txt,0.0,,,
9257.0,VAC0942716_1.txt,0.0,,,2015-05-06
9258.0,VAC0995928_2.txt,0.0,paraná,guarapuava,2016-04-08
9259.0,VAC0426080_1.txt,0.0,,,2015-02-27
9260.0,VAC0874686_1.txt,0.0,,,2015-02-13
9261.0,VAC0871076_1.txt,0.0,pernambuco,pesqueira,2016-08-16
9262.0,VAC1028593_1.txt,1.0,sergipe,,2013-10-09
9263.0,VAC0970942_1.txt,0.0,ceará,fortaleza,2015-08-27
9264.0,VAC1042228_1.txt,1.0,paraná,londrina,2016-08-01
9265.0,VAC0915389_1.txt,1.0,paraná,londrina,2015-03-16
9266.0,VAC0620793_1.txt,1.0,,,2015-06-01
9267.0,VAC0939918_1.txt,0.0,paraíba,guarabira,
9268.0,VAC0809669_1.txt,1.0,minas gerais,ouro branco,2015-03-25
9269.0,VAC0983595_1.txt,0.0,,,
9270.0,VAC0322806_1.txt,0.0,santa catarina,tubarão,2014-12-05
9271.0,VAC0831469_1.txt,0.0,,,
9272.0,VAC1007832_2.txt,0.0,,,
9273.0,VAC0560677_2.txt,1.0,,,2015-10-28
9274.0,VAC1068105_1.txt,1.0,,,2008-04-30
9275.0,VAC0908379_1.txt,1.0,bahia,,
9276.0,VAC0480283_1.txt,0.0,,,2012-12-12
9277.0,VAC0991510_1.txt,0.0,são paulo,araçatuba,2016-02-16
9278.0,VAC0940164_1.txt,0.0,paraná,maringá,
9279.0,VAC0255554_1.txt,0.0,paraná,ponta grossa,2012-06-26
9280.0,VAC1005709_1.txt,0.0,,,
9281.0,VAC0655151_1.txt,0.0,paraná,curitiba,2008-04-30
9282.0,VAC1030674_1.txt,0.0,são paulo,araraquara,2016-05-30
9283.0,VAC1005979_1.txt,0.0,,,
9284.0,VAC1033758_1.txt,0.0,acre,,2016-07-22
9285.0,VAC0706892_1.txt,1.0,,,2014-04-09
9286.0,VAC0620716_1.txt,0.0,mato grosso,cuiabá,2015-04-28
9287.0,VAC0787397_1.txt,0.0,são paulo,bragança paulista,2016-08-01
9288.0,VAC0787390_1.txt,0.0,são paulo,ribeirão preto,2015-08-04
9289.0,VAC0940126_1.txt,0.0,minas gerais,ipatinga,2016-05-05
9290.0,VAC0907625_1.txt,0.0,,,2015-11-12
9291.0,VAC0869554_1.txt,1.0,,,2016-07-06
9292.0,VAC1000472_2.txt,1.0,rio de janeiro,,
9293.0,VAC0964055_1.txt,0.0,,,2017-02-20
9294.0,VAC0957349_1.txt,0.0,,,2015-09-11
9295.0,VAC1052721_1.txt,1.0,rio de janeiro,barra do piraí,2017-02-06
9296.0,VAC0824880_1.txt,1.0,,,2016-04-17
9297.0,VAC1007283_1.txt,0.0,acre,,2016-04-13
9298.0,VAC0903023_1.txt,1.0,são paulo,diadema,2014-12-04
9299.0,VAC0711235_1.txt,0.0,bahia,,
9300.0,VAC0986247_1.txt,0.0,paraná,nova aurora,2016-03-22
9301.0,VAC0437725_1.txt,0.0,,,
9302.0,VAC0972105_1.txt,0.0,paraná,santa fé,2015-11-10
9303.0,VAC0935377_1.txt,0.0,minas gerais,ipatinga,2016-05-18
9304.0,VAC0358309_1.txt,1.0,,,2016-03-02
9305.0,VAC1042805_1.txt,0.0,paraná,apucarana,
9306.0,VAC0509129_1.txt,0.0,,,
9307.0,VAC0917865_1.txt,0.0,ceará,fortaleza,2017-07-26
9308.0,VAC0849816_1.txt,0.0,são paulo,carapicuíba,2014-10-21
9309.0,VAC0959836_1.txt,0.0,,,
9310.0,VAC0924889_1.txt,1.0,,,2015-03-17
9311.0,VAC1013176_1.txt,0.0,,,2016-06-22
9312.0,VAC0849590_1.txt,1.0,,,2013-04-13
9313.0,VAC1022570_1.txt,0.0,,,
9314.0,VAC0944194_1.txt,0.0,paraná,paranavaí,2015-06-12
9315.0,VAC0966710_1.txt,0.0,acre,,2015-10-05
9316.0,VAC0455774_1.txt,0.0,são paulo,itu,2016-12-13
9317.0,VAC0847731_1.txt,0.0,,,2015-06-24
9318.0,VAC0625179_1.txt,1.0,,,2015-10-22
9319.0,VAC1097409_1.txt,1.0,paraná,guarapuava,2017-07-07
9320.0,VAC0892842_1.txt,1.0,rio de janeiro,,
9321.0,VAC0595793_1.txt,0.0,acre,rio branco,2014-01-02
9322.0,VAC0932899_1.txt,1.0,,,2015-09-30
9323.0,VAC0914329_1.txt,0.0,são paulo,presidente prudente,2015-07-03
9324.0,VAC0949745_1.txt,1.0,acre,,2015-07-16
9325.0,VAC0886314_1.txt,0.0,,,2015-02-06
9326.0,VAC0763675_1.txt,0.0,paraná,curitiba,2014-10-13
9327.0,VAC0943889_1.txt,0.0,,,2016-04-14
9328.0,VAC0942636_1.txt,0.0,,,2016-03-17
9329.0,VAC0444459_1.txt,1.0,santa catarina,palhoça,2012-07-12
9330.0,VAC0383591_1.txt,1.0,são paulo,barueri,2016-06-02
9331.0,VAC0125750_1.txt,0.0,rio de janeiro,,
9332.0,VAC0652821_1.txt,0.0,são paulo,ourinhos,2015-01-21
9333.0,VAC0761653_1.txt,0.0,,,2014-08-06
9334.0,VAC0981525_1.txt,0.0,paraná,londrina,2015-12-14
9335.0,VAC0630190_1.txt,0.0,são paulo,ribeirão preto,2015-11-06
9336.0,VAC0981805_2.txt,0.0,,,
9337.0,VAC0574260_1.txt,1.0,,,2013-02-22
9338.0,VAC0778256_1.txt,0.0,paraná,irati,2015-01-28
9339.0,VAC0853787_1.txt,1.0,rio grande do norte,caicó,2010-10-29
9340.0,VAC0975064_1.txt,0.0,,,
9341.0,VAC0990733_1.txt,1.0,paraná,campo mourão,
9342.0,VAC0841595_1.txt,1.0,piauí,aroazes,2015-05-27
9343.0,VAC0588704_1.txt,1.0,são paulo,ribeirão preto,2015-01-21
9344.0,VAC0761083_1.txt,0.0,,,2016-02-02
9345.0,VAC0959325_1.txt,0.0,paraná,nova aurora,2015-09-22
9346.0,VAC0975130_1.txt,0.0,,,2015-10-20
9347.0,VAC0861345_2.txt,0.0,,,2014-12-09
9348.0,VAC0679823_1.txt,0.0,paraná,francisco beltrão,2016-09-26
9349.0,VAC0937516_1.txt,1.0,acre,,2015-05-15
9350.0,VAC0979054_1.txt,1.0,paraná,londrina,2015-09-28
9351.0,VAC0894141_1.txt,0.0,bahia,,
9352.0,VAC0998389_1.txt,0.0,,,2016-11-03
9353.0,VAC0920932_1.txt,0.0,são paulo,ribeirão preto,2015-03-25
9354.0,VAC0907499_1.txt,1.0,paraná,londrina,2015-08-10
9355.0,VAC1042804_1.txt,1.0,,,2016-11-24
9356.0,VAC0910799_1.txt,1.0,são paulo,ribeirão preto,2015-09-21
9357.0,VAC0935482_1.txt,0.0,paraná,xambrê,2015-01-29
,,,,,
9359.0,VAC0995936_1.txt,1.0,são paulo,são paulo,2014-11-14
9360.0,VAC0901536_1.txt,0.0,,,
9361.0,VAC1078226_1.txt,1.0,são paulo,são paulo,2017-06-06
9362.0,VAC1013840_1.txt,0.0,,,2017-02-21
9363.0,VAC0764117_1.txt,0.0,,,2013-03-01
9364.0,VAC1033280_1.txt,1.0,,,2016-09-01
9365.0,VAC0739938_1.txt,0.0,são paulo,ourinhos,2015-03-11
9366.0,VAC0440601_1.txt,0.0,,,2011-08-23
9367.0,VAC0889791_1.txt,1.0,santa catarina,biguaçu,2014-11-26
9368.0,VAC0618935_1.txt,0.0,são paulo,ribeirão preto,2014-11-25
9369.0,VAC0981451_1.txt,0.0,,,2016-03-17
9370.0,VAC0977812_1.txt,0.0,rio de janeiro,saquarema,
,,,,,
9372.0,VAC0950974_1.txt,1.0,goiás,,2016-01-20
9373.0,VAC0952497_1.txt,0.0,,,
9374.0,VAC0932398_1.txt,1.0,,,
9375.0,VAC1037937_1.txt,0.0,são paulo,campinas,2016-09-06
9376.0,VAC0779787_1.txt,0.0,,,
9377.0,VAC0621056_1.txt,0.0,,,
9378.0,VAC0894461_2.txt,0.0,santa catarina,chapecó,2015-08-27
9379.0,VAC0981111_1.txt,0.0,são paulo,são paulo,2015-10-08
9380.0,VAC0708472_1.txt,0.0,roraima,boa vista,2013-06-20
9381.0,VAC0964859_1.txt,0.0,são paulo,são josé do rio preto,2015-10-02
9382.0,VAC0644268_1.txt,0.0,,,
9383.0,VAC0916190_1.txt,0.0,paraná,xambrê,2015-07-23
9384.0,VAC0691501_1.txt,1.0,são paulo,bauru,2015-03-05
9385.0,VAC0305144_1.txt,1.0,,,2014-07-15
9386.0,VAC0909138_1.txt,0.0,santa catarina,tubarão,2016-06-14
9387.0,VAC1004355_1.txt,0.0,,,
9388.0,VAC0923074_1.txt,0.0,são paulo,são josé do rio preto,2015-07-03
9389.0,VAC0659309_1.txt,1.0,paraná,londrina,2015-02-04
9390.0,VAC0494423_2.txt,0.0,são paulo,amparo,2013-05-07
9391.0,VAC0795228_1.txt,0.0,,,
9392.0,VAC0907728_1.txt,0.0,paraná,são mateus do sul,
9393.0,VAC0858081_1.txt,0.0,rio de janeiro,paracambi,
9394.0,VAC0347070_1.txt,0.0,paraná,ubiratã,
9395.0,VAC1004836_1.txt,0.0,são paulo,bauru,2016-02-25
9396.0,VAC0729199_1.txt,0.0,,,2015-08-03
9397.0,VAC0912084_1.txt,1.0,,,2015-01-07
9398.0,VAC0701880_1.txt,1.0,são paulo,araraquara,2015-03-24
,,,,,
9400.0,VAC0793009_1.txt,0.0,são paulo,,2015-11-18
9401.0,VAC0929163_2.txt,0.0,mato grosso do sul,campo grande,
9402.0,VAC0276437_1.txt,0.0,paraná,pato branco,2011-11-23
9403.0,VAC0532261_1.txt,1.0,,,2012-07-03
9404.0,VAC1055012_1.txt,0.0,santa catarina,são francisco do sul,2016-10-27
9405.0,VAC0671356_1.txt,0.0,são paulo,sumaré,2014-03-27
9406.0,VAC0486209_1.txt,1.0,,,2014-12-10
9407.0,VAC0923891_1.txt,1.0,,,2016-02-02
9408.0,VAC0764712_1.txt,0.0,,,2015-04-08
9409.0,VAC0832499_1.txt,1.0,piauí,pimenteiras,2016-03-01
9410.0,VAC0866060_1.txt,0.0,ceará,fortaleza,2015-04-17
9411.0,VAC1047116_2.txt,1.0,,,2016-08-24
9412.0,VAC1010374_1.txt,1.0,rio de janeiro,barra mansa,
9413.0,VAC0778809_1.txt,0.0,,,
9414.0,VAC0935635_1.txt,0.0,paraná,maringá,
9415.0,VAC1009615_1.txt,0.0,paraná,toledo,
9416.0,VAC1001883_1.txt,0.0,,,
9417.0,VAC0367766_1.txt,0.0,paraná,londrina,2016-09-16
9418.0,VAC0506747_1.txt,1.0,,,2014-10-24
9419.0,VAC0559461_1.txt,1.0,maranhão,,2012-05-23
9420.0,VAC0991654_1.txt,1.0,rio grande do sul,sapucaia do sul,2016-05-02
9421.0,VAC0478472_1.txt,0.0,,,2013-09-10
9422.0,VAC0553181_2.txt,1.0,santa catarina,são josé,2015-09-03
9423.0,VAC0864254_1.txt,0.0,,,2015-03-10
9424.0,VAC0436853_1.txt,0.0,maranhão,,2012-01-23
9425.0,VAC1075799_1.txt,0.0,são paulo,bauru,2017-01-19
9426.0,VAC0976952_1.txt,0.0,,,2015-09-29
9427.0,VAC0800756_2.txt,0.0,,,
9428.0,VAC1012323_1.txt,0.0,,,2016-05-17
9429.0,VAC0926343_1.txt,0.0,minas gerais,,2015-03-30
9430.0,VAC0902210_1.txt,1.0,são paulo,são josé dos campos,2015-01-07
9431.0,VAC0331436_1.txt,0.0,bahia,salvador,2015-03-23
9432.0,VAC1032842_1.txt,1.0,,,2016-08-04
,,,,,
9434.0,VAC0956377_1.txt,0.0,são paulo,jales,2007-01-02
9435.0,VAC1008825_1.txt,0.0,maranhão,,
9436.0,VAC0998947_1.txt,1.0,goiás,,
9437.0,VAC1019010_1.txt,0.0,são paulo,são bernardo do campo,2016-06-16
9438.0,VAC0630364_1.txt,0.0,amazonas,manaus,
9439.0,VAC0791495_1.txt,0.0,,,2015-12-16
9440.0,VAC0463839_1.txt,0.0,,,
9441.0,VAC0927360_1.txt,0.0,roraima,boa vista,
9442.0,VAC0993317_1.txt,0.0,,,2016-05-03
9443.0,VAC0632000_1.txt,0.0,são paulo,campos do jordão,2014-03-31
9444.0,VAC0656793_1.txt,1.0,rio de janeiro,,
9445.0,VAC0939716_1.txt,1.0,paraná,,2015-07-21
9446.0,VAC0961052_1.txt,0.0,são paulo,general salgado,2016-01-18
9447.0,VAC0954423_1.txt,0.0,,,
9448.0,VAC0811314_2.txt,0.0,,,
9449.0,VAC0411818_1.txt,1.0,,,2017-04-27
9450.0,VAC0594846_1.txt,1.0,paraná,ponta grossa,2013-04-24
9451.0,VAC0643819_1.txt,0.0,,,
9452.0,VAC0544403_1.txt,0.0,piauí,pimenteiras,2015-11-08
9453.0,VAC0831610_1.txt,0.0,são paulo,araraquara,2015-01-08
9454.0,VAC0884355_1.txt,0.0,,,2015-01-26
9455.0,VAC0887391_1.txt,0.0,são paulo,araraquara,2014-10-13
9456.0,VAC0973529_1.txt,0.0,,,
9457.0,VAC0675154_1.txt,0.0,,,
,,,,,
9459.0,VAC0956192_1.txt,0.0,,,2015-06-25
9460.0,VAC1074901_1.txt,1.0,,,2017-05-10
9461.0,VAC0917231_1.txt,0.0,,,
9462.0,VAC0896841_1.txt,0.0,,,2015-04-13
9463.0,VAC1051128_1.txt,0.0,,,
9464.0,VAC0717901_2.txt,0.0,,,2014-02-06
9465.0,VAC1062488_1.txt,1.0,,,
9466.0,VAC1080808_1.txt,1.0,ceará,fortaleza,2017-06-19
9467.0,VAC0958245_1.txt,0.0,bahia,,2015-07-28
9468.0,VAC0916697_1.txt,0.0,,,2015-08-31
9469.0,VAC0855427_1.txt,0.0,,,2015-08-20
9470.0,VAC0940183_1.txt,0.0,paraná,umuarama,
9471.0,VAC0926404_1.txt,1.0,,,2016-05-10
9472.0,VAC0904411_1.txt,1.0,bahia,,2015-12-14
9473.0,VAC0923346_1.txt,0.0,,,2015-07-01
9474.0,VAC0870228_1.txt,0.0,paraná,laranjeiras do sul,
9475.0,VAC0660839_1.txt,0.0,,,2015-06-10
9476.0,VAC0473927_1.txt,0.0,paraná,irati,2014-06-17
9477.0,VAC0958844_1.txt,0.0,bahia,,2016-10-15
9478.0,VAC0806973_1.txt,0.0,,,2014-10-20
9479.0,VAC1070640_1.txt,0.0,são paulo,são paulo,2017-01-23
9480.0,VAC0949040_1.txt,0.0,,,
9481.0,VAC0750266_1.txt,0.0,,,2015-02-25
9482.0,VAC0987511_1.txt,0.0,são paulo,buritama,2016-03-16
9483.0,VAC0944985_1.txt,0.0,,,2015-09-21
9484.0,VAC1098166_1.txt,0.0,,,
9485.0,VAC0973166_1.txt,1.0,são paulo,são josé do rio preto,2015-10-09
9486.0,VAC1011491_1.txt,1.0,,,2016-04-22
9487.0,VAC1038210_1.txt,0.0,,,
9488.0,VAC1061391_1.txt,0.0,são paulo,araraquara,2016-06-14
9489.0,VAC0921888_1.txt,1.0,,,2015-03-31
9490.0,VAC1012107_1.txt,0.0,rio grande do norte,,2016-03-16
9491.0,VAC0867085_1.txt,0.0,paraná,rio branco do sul,
9492.0,VAC0802359_1.txt,1.0,são paulo,ribeirão preto,2015-05-13
9493.0,VAC1005716_1.txt,1.0,paraná,maringá,
9494.0,VAC0962653_1.txt,1.0,,,
9495.0,VAC0983789_2.txt,0.0,bahia,,2016-06-26
9496.0,VAC0880488_1.txt,0.0,,,2015-07-23
9497.0,VAC1009728_1.txt,0.0,rio de janeiro,,2016-05-25
9498.0,VAC0537903_1.txt,0.0,são paulo,araraquara,2014-09-02
9499.0,VAC0639384_1.txt,0.0,,,
